fecha,timestamp_maximo,hora,estacion_maximo,valor_original_ppb,bit,delta_ppb,valor_recibido_ppb,banda_original,banda_recibida,cambio_banda,contingencia_real_fase1,falsa_fase1,anulada_fase1,cruce_fase2_instantaneo,anulacion_fase2_instantanea,en_test_lstm
2025-02-21,2025-02-21 13:00:00,13,GAM,82,6,64,18,1,0,1,0,0,0,0,0,False
2025-02-21,2025-02-21 13:00:00,13,GAM,82,7,128,210,1,4,1,0,1,0,1,0,False
2025-02-22,2025-02-22 15:00:00,15,PED,106,3,8,98,2,2,0,0,0,0,0,0,False
2025-02-22,2025-02-22 15:00:00,15,PED,106,4,16,122,2,2,0,0,0,0,0,0,False
2025-02-22,2025-02-22 15:00:00,15,PED,106,5,32,74,2,1,1,0,0,0,0,0,False
2025-02-22,2025-02-22 15:00:00,15,PED,106,6,64,42,2,0,1,0,0,0,0,0,False
2025-02-22,2025-02-22 15:00:00,15,PED,106,7,128,234,2,4,1,0,1,0,1,0,False
2025-02-23,2025-02-23 13:00:00,13,UAX,109,3,8,101,2,2,0,0,0,0,0,0,False
2025-02-23,2025-02-23 13:00:00,13,UAX,109,4,16,125,2,2,0,0,0,0,0,0,False
2025-02-23,2025-02-23 13:00:00,13,UAX,109,5,32,77,2,1,1,0,0,0,0,0,False
2025-02-23,2025-02-23 13:00:00,13,UAX,109,6,64,45,2,0,1,0,0,0,0,0,False
2025-02-23,2025-02-23 13:00:00,13,UAX,109,7,128,237,2,4,1,0,1,0,1,0,False
2025-02-24,2025-02-24 14:00:00,14,MPA,87,3,8,95,1,2,1,0,0,0,0,0,False
2025-02-24,2025-02-24 14:00:00,14,MPA,87,4,16,71,1,1,0,0,0,0,0,0,False
2025-02-24,2025-02-24 14:00:00,14,MPA,87,5,32,119,1,2,1,0,0,0,0,0,False
2025-02-24,2025-02-24 14:00:00,14,MPA,87,6,64,23,1,0,1,0,0,0,0,0,False
2025-02-24,2025-02-24 14:00:00,14,MPA,87,7,128,215,1,4,1,0,1,0,1,0,False
2025-02-25,2025-02-25 16:00:00,16,MGH,104,3,8,96,2,2,0,0,0,0,0,0,False
2025-02-25,2025-02-25 16:00:00,16,MGH,104,4,16,120,2,2,0,0,0,0,0,0,False
2025-02-25,2025-02-25 16:00:00,16,MGH,104,5,32,72,2,1,1,0,0,0,0,0,False
2025-02-25,2025-02-25 16:00:00,16,MGH,104,6,64,40,2,0,1,0,0,0,0,0,False
2025-02-25,2025-02-25 16:00:00,16,MGH,104,7,128,232,2,4,1,0,1,0,1,0,False
2025-02-26,2025-02-26 16:00:00,16,TLA,156,3,8,148,3,3,0,1,0,1,0,0,False
2025-02-26,2025-02-26 16:00:00,16,TLA,156,4,16,140,3,3,0,1,0,1,0,0,False
2025-02-26,2025-02-26 16:00:00,16,TLA,156,5,32,188,3,4,1,1,0,0,0,0,False
2025-02-26,2025-02-26 16:00:00,16,TLA,156,6,64,220,3,4,1,1,0,0,1,0,False
2025-02-26,2025-02-26 16:00:00,16,TLA,156,7,128,28,3,0,1,1,0,1,0,0,False
2025-02-27,2025-02-27 15:00:00,15,HGM,142,3,8,134,3,2,1,0,0,0,0,0,False
2025-02-27,2025-02-27 15:00:00,15,HGM,142,4,16,158,3,3,0,0,1,0,0,0,False
2025-02-27,2025-02-27 15:00:00,15,HGM,142,5,32,174,3,3,0,0,1,0,0,0,False
2025-02-27,2025-02-27 15:00:00,15,HGM,142,6,64,206,3,4,1,0,1,0,1,0,False
2025-02-27,2025-02-27 15:00:00,15,HGM,142,7,128,14,3,0,1,0,0,0,0,0,False
2025-02-28,2025-02-28 15:00:00,15,UAX,143,3,8,135,3,2,1,0,0,0,0,0,False
2025-02-28,2025-02-28 15:00:00,15,UAX,143,4,16,159,3,3,0,0,1,0,0,0,False
2025-02-28,2025-02-28 15:00:00,15,UAX,143,5,32,175,3,3,0,0,1,0,0,0,False
2025-02-28,2025-02-28 15:00:00,15,UAX,143,6,64,207,3,4,1,0,1,0,1,0,False
2025-02-28,2025-02-28 15:00:00,15,UAX,143,7,128,15,3,0,1,0,0,0,0,0,False
2025-03-01,2025-03-01 14:00:00,14,UAX,154,3,8,146,3,3,0,0,0,0,0,0,False
2025-03-01,2025-03-01 14:00:00,14,UAX,154,4,16,138,3,3,0,0,0,0,0,0,False
2025-03-01,2025-03-01 14:00:00,14,UAX,154,5,32,186,3,4,1,0,1,0,0,0,False
2025-03-01,2025-03-01 14:00:00,14,UAX,154,6,64,218,3,4,1,0,1,0,1,0,False
2025-03-01,2025-03-01 14:00:00,14,UAX,154,7,128,26,3,0,1,0,0,0,0,0,False
2025-03-02,2025-03-02 15:00:00,15,GAM,125,3,8,117,2,2,0,0,0,0,0,0,False
2025-03-02,2025-03-02 15:00:00,15,GAM,125,4,16,109,2,2,0,0,0,0,0,0,False
2025-03-02,2025-03-02 15:00:00,15,GAM,125,5,32,93,2,2,0,0,0,0,0,0,False
2025-03-02,2025-03-02 15:00:00,15,GAM,125,6,64,61,2,1,1,0,0,0,0,0,False
2025-03-02,2025-03-02 15:00:00,15,GAM,125,7,128,253,2,4,1,0,1,0,1,0,False
2025-03-03,2025-03-03 14:00:00,14,PED,131,3,8,139,2,3,1,0,0,0,0,0,False
2025-03-03,2025-03-03 14:00:00,14,PED,131,4,16,147,2,3,1,0,0,0,0,0,False
2025-03-03,2025-03-03 14:00:00,14,PED,131,5,32,163,2,3,1,0,1,0,0,0,False
2025-03-03,2025-03-03 14:00:00,14,PED,131,6,64,195,2,4,1,0,1,0,0,0,False
2025-03-03,2025-03-03 14:00:00,14,PED,131,7,128,3,2,0,1,0,0,0,0,0,False
2025-03-04,2025-03-04 12:00:00,12,UAX,92,3,8,84,2,1,1,0,0,0,0,0,False
2025-03-04,2025-03-04 12:00:00,12,UAX,92,4,16,76,2,1,1,0,0,0,0,0,False
2025-03-04,2025-03-04 12:00:00,12,UAX,92,5,32,124,2,2,0,0,0,0,0,0,False
2025-03-04,2025-03-04 12:00:00,12,UAX,92,6,64,28,2,0,1,0,0,0,0,0,False
2025-03-04,2025-03-04 12:00:00,12,UAX,92,7,128,220,2,4,1,0,1,0,1,0,False
2025-03-05,2025-03-05 16:00:00,16,FAC,154,3,8,146,3,3,0,0,0,0,0,0,False
2025-03-05,2025-03-05 16:00:00,16,FAC,154,4,16,138,3,3,0,0,0,0,0,0,False
2025-03-05,2025-03-05 16:00:00,16,FAC,154,5,32,186,3,4,1,0,1,0,0,0,False
2025-03-05,2025-03-05 16:00:00,16,FAC,154,6,64,218,3,4,1,0,1,0,1,0,False
2025-03-05,2025-03-05 16:00:00,16,FAC,154,7,128,26,3,0,1,0,0,0,0,0,False
2025-03-06,2025-03-06 15:00:00,15,CUT,121,3,8,113,2,2,0,0,0,0,0,0,False
2025-03-06,2025-03-06 15:00:00,15,CUT,121,4,16,105,2,2,0,0,0,0,0,0,False
2025-03-06,2025-03-06 15:00:00,15,CUT,121,5,32,89,2,1,1,0,0,0,0,0,False
2025-03-06,2025-03-06 15:00:00,15,CUT,121,6,64,57,2,0,1,0,0,0,0,0,False
2025-03-06,2025-03-06 15:00:00,15,CUT,121,7,128,249,2,4,1,0,1,0,1,0,False
2025-03-07,2025-03-07 14:00:00,14,TLA,91,3,8,83,2,1,1,0,0,0,0,0,False
2025-03-07,2025-03-07 14:00:00,14,TLA,91,4,16,75,2,1,1,0,0,0,0,0,False
2025-03-07,2025-03-07 14:00:00,14,TLA,91,5,32,123,2,2,0,0,0,0,0,0,False
2025-03-07,2025-03-07 14:00:00,14,TLA,91,6,64,27,2,0,1,0,0,0,0,0,False
2025-03-07,2025-03-07 14:00:00,14,TLA,91,7,128,219,2,4,1,0,1,0,1,0,False
2025-03-08,2025-03-08 15:00:00,15,ACO,105,3,8,97,2,2,0,0,0,0,0,0,False
2025-03-08,2025-03-08 15:00:00,15,ACO,105,4,16,121,2,2,0,0,0,0,0,0,False
2025-03-08,2025-03-08 15:00:00,15,ACO,105,5,32,73,2,1,1,0,0,0,0,0,False
2025-03-08,2025-03-08 15:00:00,15,ACO,105,6,64,41,2,0,1,0,0,0,0,0,False
2025-03-08,2025-03-08 15:00:00,15,ACO,105,7,128,233,2,4,1,0,1,0,1,0,False
2025-03-09,2025-03-09 13:00:00,13,UAX,110,3,8,102,2,2,0,0,0,0,0,0,False
2025-03-09,2025-03-09 13:00:00,13,UAX,110,4,16,126,2,2,0,0,0,0,0,0,False
2025-03-09,2025-03-09 13:00:00,13,UAX,110,5,32,78,2,1,1,0,0,0,0,0,False
2025-03-09,2025-03-09 13:00:00,13,UAX,110,6,64,46,2,0,1,0,0,0,0,0,False
2025-03-09,2025-03-09 13:00:00,13,UAX,110,7,128,238,2,4,1,0,1,0,1,0,False
2025-03-10,2025-03-10 14:00:00,14,UAX,115,3,8,123,2,2,0,0,0,0,0,0,False
2025-03-10,2025-03-10 14:00:00,14,UAX,115,4,16,99,2,2,0,0,0,0,0,0,False
2025-03-10,2025-03-10 14:00:00,14,UAX,115,5,32,83,2,1,1,0,0,0,0,0,False
2025-03-10,2025-03-10 14:00:00,14,UAX,115,6,64,51,2,0,1,0,0,0,0,0,False
2025-03-10,2025-03-10 14:00:00,14,UAX,115,7,128,243,2,4,1,0,1,0,1,0,False
2025-03-11,2025-03-11 16:00:00,16,UAX,137,3,8,129,3,2,1,0,0,0,0,0,False
2025-03-11,2025-03-11 16:00:00,16,UAX,137,4,16,153,3,3,0,0,0,0,0,0,False
2025-03-11,2025-03-11 16:00:00,16,UAX,137,5,32,169,3,3,0,0,1,0,0,0,False
2025-03-11,2025-03-11 16:00:00,16,UAX,137,6,64,201,3,4,1,0,1,0,1,0,False
2025-03-11,2025-03-11 16:00:00,16,UAX,137,7,128,9,3,0,1,0,0,0,0,0,False
2025-03-12,2025-03-12 15:00:00,15,PED,153,3,8,145,3,3,0,0,0,0,0,0,False
2025-03-12,2025-03-12 15:00:00,15,PED,153,4,16,137,3,3,0,0,0,0,0,0,False
2025-03-12,2025-03-12 15:00:00,15,PED,153,5,32,185,3,4,1,0,1,0,0,0,False
2025-03-12,2025-03-12 15:00:00,15,PED,153,6,64,217,3,4,1,0,1,0,1,0,False
2025-03-12,2025-03-12 15:00:00,15,PED,153,7,128,25,3,0,1,0,0,0,0,0,False
2025-03-13,2025-03-13 15:00:00,15,LLA,119,3,8,127,2,2,0,0,0,0,0,0,False
2025-03-13,2025-03-13 15:00:00,15,LLA,119,4,16,103,2,2,0,0,0,0,0,0,False
2025-03-13,2025-03-13 15:00:00,15,LLA,119,5,32,87,2,1,1,0,0,0,0,0,False
2025-03-13,2025-03-13 15:00:00,15,LLA,119,6,64,55,2,0,1,0,0,0,0,0,False
2025-03-13,2025-03-13 15:00:00,15,LLA,119,7,128,247,2,4,1,0,1,0,1,0,False
2025-03-14,2025-03-14 14:00:00,14,UAX,95,3,8,87,2,1,1,0,0,0,0,0,False
2025-03-14,2025-03-14 14:00:00,14,UAX,95,4,16,79,2,1,1,0,0,0,0,0,False
2025-03-14,2025-03-14 14:00:00,14,UAX,95,5,32,127,2,2,0,0,0,0,0,0,False
2025-03-14,2025-03-14 14:00:00,14,UAX,95,6,64,31,2,0,1,0,0,0,0,0,False
2025-03-14,2025-03-14 14:00:00,14,UAX,95,7,128,223,2,4,1,0,1,0,1,0,False
2025-03-15,2025-03-15 14:00:00,14,ACO,94,3,8,86,2,1,1,0,0,0,0,0,False
2025-03-15,2025-03-15 14:00:00,14,ACO,94,4,16,78,2,1,1,0,0,0,0,0,False
2025-03-15,2025-03-15 14:00:00,14,ACO,94,5,32,126,2,2,0,0,0,0,0,0,False
2025-03-15,2025-03-15 14:00:00,14,ACO,94,6,64,30,2,0,1,0,0,0,0,0,False
2025-03-15,2025-03-15 14:00:00,14,ACO,94,7,128,222,2,4,1,0,1,0,1,0,False
2025-03-16,2025-03-16 16:00:00,16,CUA,147,3,8,155,3,3,0,0,1,0,0,0,False
2025-03-16,2025-03-16 16:00:00,16,CUA,147,4,16,131,3,2,1,0,0,0,0,0,False
2025-03-16,2025-03-16 16:00:00,16,CUA,147,5,32,179,3,4,1,0,1,0,0,0,False
2025-03-16,2025-03-16 16:00:00,16,CUA,147,6,64,211,3,4,1,0,1,0,1,0,False
2025-03-16,2025-03-16 16:00:00,16,CUA,147,7,128,19,3,0,1,0,0,0,0,0,False
2025-03-17,2025-03-17 16:00:00,16,CUA,117,3,8,125,2,2,0,0,0,0,0,0,False
2025-03-17,2025-03-17 16:00:00,16,CUA,117,4,16,101,2,2,0,0,0,0,0,0,False
2025-03-17,2025-03-17 16:00:00,16,CUA,117,5,32,85,2,1,1,0,0,0,0,0,False
2025-03-17,2025-03-17 16:00:00,16,CUA,117,6,64,53,2,0,1,0,0,0,0,0,False
2025-03-17,2025-03-17 16:00:00,16,CUA,117,7,128,245,2,4,1,0,1,0,1,0,False
2025-03-18,2025-03-18 15:00:00,15,GAM,167,3,8,175,3,3,0,1,0,0,0,0,False
2025-03-18,2025-03-18 15:00:00,15,GAM,167,4,16,183,3,4,1,1,0,0,0,0,False
2025-03-18,2025-03-18 15:00:00,15,GAM,167,5,32,135,3,2,1,1,0,1,0,0,False
2025-03-18,2025-03-18 15:00:00,15,GAM,167,6,64,231,3,4,1,1,0,0,1,0,False
2025-03-18,2025-03-18 15:00:00,15,GAM,167,7,128,39,3,0,1,1,0,1,0,0,False
2025-03-19,2025-03-19 15:00:00,15,AJM,164,3,8,172,3,3,0,1,0,0,0,0,False
2025-03-19,2025-03-19 15:00:00,15,AJM,164,4,16,180,3,4,1,1,0,0,0,0,False
2025-03-19,2025-03-19 15:00:00,15,AJM,164,5,32,132,3,2,1,1,0,1,0,0,False
2025-03-19,2025-03-19 15:00:00,15,AJM,164,6,64,228,3,4,1,1,0,0,1,0,False
2025-03-19,2025-03-19 15:00:00,15,AJM,164,7,128,36,3,0,1,1,0,1,0,0,False
2025-03-20,2025-03-20 16:00:00,16,UAX,134,3,8,142,2,3,1,0,0,0,0,0,False
2025-03-20,2025-03-20 16:00:00,16,UAX,134,4,16,150,2,3,1,0,0,0,0,0,False
2025-03-20,2025-03-20 16:00:00,16,UAX,134,5,32,166,2,3,1,0,1,0,0,0,False
2025-03-20,2025-03-20 16:00:00,16,UAX,134,6,64,198,2,4,1,0,1,0,0,0,False
2025-03-20,2025-03-20 16:00:00,16,UAX,134,7,128,6,2,0,1,0,0,0,0,0,False
2025-03-21,2025-03-21 15:00:00,15,CUA,128,3,8,136,2,3,1,0,0,0,0,0,False
2025-03-21,2025-03-21 15:00:00,15,CUA,128,4,16,144,2,3,1,0,0,0,0,0,False
2025-03-21,2025-03-21 15:00:00,15,CUA,128,5,32,160,2,3,1,0,1,0,0,0,False
2025-03-21,2025-03-21 15:00:00,15,CUA,128,6,64,192,2,4,1,0,1,0,0,0,False
2025-03-21,2025-03-21 15:00:00,15,CUA,128,7,128,0,2,0,1,0,0,0,0,0,False
2025-03-22,2025-03-22 13:00:00,13,CUA,110,3,8,102,2,2,0,0,0,0,0,0,False
2025-03-22,2025-03-22 13:00:00,13,CUA,110,4,16,126,2,2,0,0,0,0,0,0,False
2025-03-22,2025-03-22 13:00:00,13,CUA,110,5,32,78,2,1,1,0,0,0,0,0,False
2025-03-22,2025-03-22 13:00:00,13,CUA,110,6,64,46,2,0,1,0,0,0,0,0,False
2025-03-22,2025-03-22 13:00:00,13,CUA,110,7,128,238,2,4,1,0,1,0,1,0,False
2025-03-23,2025-03-23 13:00:00,13,PED,123,3,8,115,2,2,0,0,0,0,0,0,False
2025-03-23,2025-03-23 13:00:00,13,PED,123,4,16,107,2,2,0,0,0,0,0,0,False
2025-03-23,2025-03-23 13:00:00,13,PED,123,5,32,91,2,2,0,0,0,0,0,0,False
2025-03-23,2025-03-23 13:00:00,13,PED,123,6,64,59,2,1,1,0,0,0,0,0,False
2025-03-23,2025-03-23 13:00:00,13,PED,123,7,128,251,2,4,1,0,1,0,1,0,False
2025-03-24,2025-03-24 14:00:00,14,VIF,115,3,8,123,2,2,0,0,0,0,0,0,False
2025-03-24,2025-03-24 14:00:00,14,VIF,115,4,16,99,2,2,0,0,0,0,0,0,False
2025-03-24,2025-03-24 14:00:00,14,VIF,115,5,32,83,2,1,1,0,0,0,0,0,False
2025-03-24,2025-03-24 14:00:00,14,VIF,115,6,64,51,2,0,1,0,0,0,0,0,False
2025-03-24,2025-03-24 14:00:00,14,VIF,115,7,128,243,2,4,1,0,1,0,1,0,False
2025-03-25,2025-03-25 15:00:00,15,FAC,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-03-25,2025-03-25 15:00:00,15,FAC,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-03-25,2025-03-25 15:00:00,15,FAC,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-03-25,2025-03-25 15:00:00,15,FAC,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-03-25,2025-03-25 15:00:00,15,FAC,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-03-26,2025-03-26 13:00:00,13,CUA,117,3,8,125,2,2,0,0,0,0,0,0,False
2025-03-26,2025-03-26 13:00:00,13,CUA,117,4,16,101,2,2,0,0,0,0,0,0,False
2025-03-26,2025-03-26 13:00:00,13,CUA,117,5,32,85,2,1,1,0,0,0,0,0,False
2025-03-26,2025-03-26 13:00:00,13,CUA,117,6,64,53,2,0,1,0,0,0,0,0,False
2025-03-26,2025-03-26 13:00:00,13,CUA,117,7,128,245,2,4,1,0,1,0,1,0,False
2025-03-27,2025-03-27 13:00:00,13,VIF,83,3,8,91,1,2,1,0,0,0,0,0,False
2025-03-27,2025-03-27 13:00:00,13,VIF,83,4,16,67,1,1,0,0,0,0,0,0,False
2025-03-27,2025-03-27 13:00:00,13,VIF,83,5,32,115,1,2,1,0,0,0,0,0,False
2025-03-27,2025-03-27 13:00:00,13,VIF,83,6,64,19,1,0,1,0,0,0,0,0,False
2025-03-27,2025-03-27 13:00:00,13,VIF,83,7,128,211,1,4,1,0,1,0,1,0,False
2025-03-28,2025-03-28 14:00:00,14,ACO,90,3,8,82,1,1,0,0,0,0,0,0,False
2025-03-28,2025-03-28 14:00:00,14,ACO,90,4,16,74,1,1,0,0,0,0,0,0,False
2025-03-28,2025-03-28 14:00:00,14,ACO,90,5,32,122,1,2,1,0,0,0,0,0,False
2025-03-28,2025-03-28 14:00:00,14,ACO,90,6,64,26,1,0,1,0,0,0,0,0,False
2025-03-28,2025-03-28 14:00:00,14,ACO,90,7,128,218,1,4,1,0,1,0,1,0,False
2025-03-29,2025-03-29 15:00:00,15,VIF,101,3,8,109,2,2,0,0,0,0,0,0,False
2025-03-29,2025-03-29 15:00:00,15,VIF,101,4,16,117,2,2,0,0,0,0,0,0,False
2025-03-29,2025-03-29 15:00:00,15,VIF,101,5,32,69,2,1,1,0,0,0,0,0,False
2025-03-29,2025-03-29 15:00:00,15,VIF,101,6,64,37,2,0,1,0,0,0,0,0,False
2025-03-29,2025-03-29 15:00:00,15,VIF,101,7,128,229,2,4,1,0,1,0,1,0,False
2025-03-30,2025-03-30 16:00:00,16,PED,143,3,8,135,3,2,1,0,0,0,0,0,False
2025-03-30,2025-03-30 16:00:00,16,PED,143,4,16,159,3,3,0,0,1,0,0,0,False
2025-03-30,2025-03-30 16:00:00,16,PED,143,5,32,175,3,3,0,0,1,0,0,0,False
2025-03-30,2025-03-30 16:00:00,16,PED,143,6,64,207,3,4,1,0,1,0,1,0,False
2025-03-30,2025-03-30 16:00:00,16,PED,143,7,128,15,3,0,1,0,0,0,0,0,False
2025-03-31,2025-03-31 17:00:00,17,PED,141,3,8,133,3,2,1,0,0,0,0,0,False
2025-03-31,2025-03-31 17:00:00,17,PED,141,4,16,157,3,3,0,0,1,0,0,0,False
2025-03-31,2025-03-31 17:00:00,17,PED,141,5,32,173,3,3,0,0,1,0,0,0,False
2025-03-31,2025-03-31 17:00:00,17,PED,141,6,64,205,3,4,1,0,1,0,1,0,False
2025-03-31,2025-03-31 17:00:00,17,PED,141,7,128,13,3,0,1,0,0,0,0,0,False
2025-04-01,2025-04-01 16:00:00,16,TLA,168,3,8,160,3,3,0,1,0,0,0,0,False
2025-04-01,2025-04-01 16:00:00,16,TLA,168,4,16,184,3,4,1,1,0,0,0,0,False
2025-04-01,2025-04-01 16:00:00,16,TLA,168,5,32,136,3,3,0,1,0,1,0,0,False
2025-04-01,2025-04-01 16:00:00,16,TLA,168,6,64,232,3,4,1,1,0,0,1,0,False
2025-04-01,2025-04-01 16:00:00,16,TLA,168,7,128,40,3,0,1,1,0,1,0,0,False
2025-04-02,2025-04-02 15:00:00,15,TLI,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-04-02,2025-04-02 15:00:00,15,TLI,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-04-02,2025-04-02 15:00:00,15,TLI,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-04-02,2025-04-02 15:00:00,15,TLI,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-04-02,2025-04-02 15:00:00,15,TLI,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-04-03,2025-04-03 13:00:00,13,CUT,87,3,8,95,1,2,1,0,0,0,0,0,False
2025-04-03,2025-04-03 13:00:00,13,CUT,87,4,16,71,1,1,0,0,0,0,0,0,False
2025-04-03,2025-04-03 13:00:00,13,CUT,87,5,32,119,1,2,1,0,0,0,0,0,False
2025-04-03,2025-04-03 13:00:00,13,CUT,87,6,64,23,1,0,1,0,0,0,0,0,False
2025-04-03,2025-04-03 13:00:00,13,CUT,87,7,128,215,1,4,1,0,1,0,1,0,False
2025-04-04,2025-04-04 12:00:00,12,VIF,84,3,8,92,1,2,1,0,0,0,0,0,False
2025-04-04,2025-04-04 12:00:00,12,VIF,84,4,16,68,1,1,0,0,0,0,0,0,False
2025-04-04,2025-04-04 12:00:00,12,VIF,84,5,32,116,1,2,1,0,0,0,0,0,False
2025-04-04,2025-04-04 12:00:00,12,VIF,84,6,64,20,1,0,1,0,0,0,0,0,False
2025-04-04,2025-04-04 12:00:00,12,VIF,84,7,128,212,1,4,1,0,1,0,1,0,False
2025-04-05,2025-04-05 14:00:00,14,BJU,101,3,8,109,2,2,0,0,0,0,0,0,False
2025-04-05,2025-04-05 14:00:00,14,BJU,101,4,16,117,2,2,0,0,0,0,0,0,False
2025-04-05,2025-04-05 14:00:00,14,BJU,101,5,32,69,2,1,1,0,0,0,0,0,False
2025-04-05,2025-04-05 14:00:00,14,BJU,101,6,64,37,2,0,1,0,0,0,0,0,False
2025-04-05,2025-04-05 14:00:00,14,BJU,101,7,128,229,2,4,1,0,1,0,1,0,False
2025-04-06,2025-04-06 12:00:00,12,TLA,97,3,8,105,2,2,0,0,0,0,0,0,False
2025-04-06,2025-04-06 12:00:00,12,TLA,97,4,16,113,2,2,0,0,0,0,0,0,False
2025-04-06,2025-04-06 12:00:00,12,TLA,97,5,32,65,2,1,1,0,0,0,0,0,False
2025-04-06,2025-04-06 12:00:00,12,TLA,97,6,64,33,2,0,1,0,0,0,0,0,False
2025-04-06,2025-04-06 12:00:00,12,TLA,97,7,128,225,2,4,1,0,1,0,1,0,False
2025-04-07,2025-04-07 13:00:00,13,VIF,93,3,8,85,2,1,1,0,0,0,0,0,False
2025-04-07,2025-04-07 13:00:00,13,VIF,93,4,16,77,2,1,1,0,0,0,0,0,False
2025-04-07,2025-04-07 13:00:00,13,VIF,93,5,32,125,2,2,0,0,0,0,0,0,False
2025-04-07,2025-04-07 13:00:00,13,VIF,93,6,64,29,2,0,1,0,0,0,0,0,False
2025-04-07,2025-04-07 13:00:00,13,VIF,93,7,128,221,2,4,1,0,1,0,1,0,False
2025-04-08,2025-04-08 15:00:00,15,CUA,139,3,8,131,3,2,1,0,0,0,0,0,False
2025-04-08,2025-04-08 15:00:00,15,CUA,139,4,16,155,3,3,0,0,1,0,0,0,False
2025-04-08,2025-04-08 15:00:00,15,CUA,139,5,32,171,3,3,0,0,1,0,0,0,False
2025-04-08,2025-04-08 15:00:00,15,CUA,139,6,64,203,3,4,1,0,1,0,1,0,False
2025-04-08,2025-04-08 15:00:00,15,CUA,139,7,128,11,3,0,1,0,0,0,0,0,False
2025-04-09,2025-04-09 16:00:00,16,AJU,141,3,8,133,3,2,1,0,0,0,0,0,False
2025-04-09,2025-04-09 16:00:00,16,AJU,141,4,16,157,3,3,0,0,1,0,0,0,False
2025-04-09,2025-04-09 16:00:00,16,AJU,141,5,32,173,3,3,0,0,1,0,0,0,False
2025-04-09,2025-04-09 16:00:00,16,AJU,141,6,64,205,3,4,1,0,1,0,1,0,False
2025-04-09,2025-04-09 16:00:00,16,AJU,141,7,128,13,3,0,1,0,0,0,0,0,False
2025-04-10,2025-04-10 15:00:00,15,UAX,89,3,8,81,1,1,0,0,0,0,0,0,False
2025-04-10,2025-04-10 15:00:00,15,UAX,89,4,16,73,1,1,0,0,0,0,0,0,False
2025-04-10,2025-04-10 15:00:00,15,UAX,89,5,32,121,1,2,1,0,0,0,0,0,False
2025-04-10,2025-04-10 15:00:00,15,UAX,89,6,64,25,1,0,1,0,0,0,0,0,False
2025-04-10,2025-04-10 15:00:00,15,UAX,89,7,128,217,1,4,1,0,1,0,1,0,False
2025-04-11,2025-04-11 15:00:00,15,UAX,84,3,8,92,1,2,1,0,0,0,0,0,False
2025-04-11,2025-04-11 15:00:00,15,UAX,84,4,16,68,1,1,0,0,0,0,0,0,False
2025-04-11,2025-04-11 15:00:00,15,UAX,84,5,32,116,1,2,1,0,0,0,0,0,False
2025-04-11,2025-04-11 15:00:00,15,UAX,84,6,64,20,1,0,1,0,0,0,0,0,False
2025-04-11,2025-04-11 15:00:00,15,UAX,84,7,128,212,1,4,1,0,1,0,1,0,False
2025-04-12,2025-04-12 14:00:00,14,UAX,90,3,8,82,1,1,0,0,0,0,0,0,False
2025-04-12,2025-04-12 14:00:00,14,UAX,90,4,16,74,1,1,0,0,0,0,0,0,False
2025-04-12,2025-04-12 14:00:00,14,UAX,90,5,32,122,1,2,1,0,0,0,0,0,False
2025-04-12,2025-04-12 14:00:00,14,UAX,90,6,64,26,1,0,1,0,0,0,0,0,False
2025-04-12,2025-04-12 14:00:00,14,UAX,90,7,128,218,1,4,1,0,1,0,1,0,False
2025-04-13,2025-04-13 14:00:00,14,UAX,96,3,8,104,2,2,0,0,0,0,0,0,False
2025-04-13,2025-04-13 14:00:00,14,UAX,96,4,16,112,2,2,0,0,0,0,0,0,False
2025-04-13,2025-04-13 14:00:00,14,UAX,96,5,32,64,2,1,1,0,0,0,0,0,False
2025-04-13,2025-04-13 14:00:00,14,UAX,96,6,64,32,2,0,1,0,0,0,0,0,False
2025-04-13,2025-04-13 14:00:00,14,UAX,96,7,128,224,2,4,1,0,1,0,1,0,False
2025-04-14,2025-04-14 15:00:00,15,UAX,93,3,8,85,2,1,1,0,0,0,0,0,False
2025-04-14,2025-04-14 15:00:00,15,UAX,93,4,16,77,2,1,1,0,0,0,0,0,False
2025-04-14,2025-04-14 15:00:00,15,UAX,93,5,32,125,2,2,0,0,0,0,0,0,False
2025-04-14,2025-04-14 15:00:00,15,UAX,93,6,64,29,2,0,1,0,0,0,0,0,False
2025-04-14,2025-04-14 15:00:00,15,UAX,93,7,128,221,2,4,1,0,1,0,1,0,False
2025-04-15,2025-04-15 13:00:00,13,UAX,90,3,8,82,1,1,0,0,0,0,0,0,False
2025-04-15,2025-04-15 13:00:00,13,UAX,90,4,16,74,1,1,0,0,0,0,0,0,False
2025-04-15,2025-04-15 13:00:00,13,UAX,90,5,32,122,1,2,1,0,0,0,0,0,False
2025-04-15,2025-04-15 13:00:00,13,UAX,90,6,64,26,1,0,1,0,0,0,0,0,False
2025-04-15,2025-04-15 13:00:00,13,UAX,90,7,128,218,1,4,1,0,1,0,1,0,False
