fecha,timestamp_maximo,hora,estacion_maximo,valor_original_ppb,bit,delta_ppb,valor_recibido_ppb,banda_original,banda_recibida,cambio_banda,contingencia_real_fase1,falsa_fase1,anulada_fase1,cruce_fase2_instantaneo,anulacion_fase2_instantanea,en_test_lstm
2025-04-16,2025-04-16 14:00:00,14,UAX,126,3,8,118,2,2,0,0,0,0,0,0,False
2025-04-16,2025-04-16 14:00:00,14,UAX,126,4,16,110,2,2,0,0,0,0,0,0,False
2025-04-16,2025-04-16 14:00:00,14,UAX,126,5,32,94,2,2,0,0,0,0,0,0,False
2025-04-16,2025-04-16 14:00:00,14,UAX,126,6,64,62,2,1,1,0,0,0,0,0,False
2025-04-16,2025-04-16 14:00:00,14,UAX,126,7,128,254,2,4,1,0,1,0,1,0,False
2025-04-17,2025-04-17 15:00:00,15,TLI,153,3,8,145,3,3,0,0,0,0,0,0,False
2025-04-17,2025-04-17 15:00:00,15,TLI,153,4,16,137,3,3,0,0,0,0,0,0,False
2025-04-17,2025-04-17 15:00:00,15,TLI,153,5,32,185,3,4,1,0,1,0,0,0,False
2025-04-17,2025-04-17 15:00:00,15,TLI,153,6,64,217,3,4,1,0,1,0,1,0,False
2025-04-17,2025-04-17 15:00:00,15,TLI,153,7,128,25,3,0,1,0,0,0,0,0,False
2025-04-18,2025-04-18 14:00:00,14,UAX,140,3,8,132,3,2,1,0,0,0,0,0,False
2025-04-18,2025-04-18 14:00:00,14,UAX,140,4,16,156,3,3,0,0,1,0,0,0,False
2025-04-18,2025-04-18 14:00:00,14,UAX,140,5,32,172,3,3,0,0,1,0,0,0,False
2025-04-18,2025-04-18 14:00:00,14,UAX,140,6,64,204,3,4,1,0,1,0,1,0,False
2025-04-18,2025-04-18 14:00:00,14,UAX,140,7,128,12,3,0,1,0,0,0,0,0,False
2025-04-19,2025-04-19 12:00:00,12,UAX,124,3,8,116,2,2,0,0,0,0,0,0,False
2025-04-19,2025-04-19 12:00:00,12,UAX,124,4,16,108,2,2,0,0,0,0,0,0,False
2025-04-19,2025-04-19 12:00:00,12,UAX,124,5,32,92,2,2,0,0,0,0,0,0,False
2025-04-19,2025-04-19 12:00:00,12,UAX,124,6,64,60,2,1,1,0,0,0,0,0,False
2025-04-19,2025-04-19 12:00:00,12,UAX,124,7,128,252,2,4,1,0,1,0,1,0,False
2025-04-20,2025-04-20 13:00:00,13,ATI,107,3,8,99,2,2,0,0,0,0,0,0,False
2025-04-20,2025-04-20 13:00:00,13,ATI,107,4,16,123,2,2,0,0,0,0,0,0,False
2025-04-20,2025-04-20 13:00:00,13,ATI,107,5,32,75,2,1,1,0,0,0,0,0,False
2025-04-20,2025-04-20 13:00:00,13,ATI,107,6,64,43,2,0,1,0,0,0,0,0,False
2025-04-20,2025-04-20 13:00:00,13,ATI,107,7,128,235,2,4,1,0,1,0,1,0,False
2025-04-21,2025-04-21 16:00:00,16,ATI,125,3,8,117,2,2,0,0,0,0,0,0,False
2025-04-21,2025-04-21 16:00:00,16,ATI,125,4,16,109,2,2,0,0,0,0,0,0,False
2025-04-21,2025-04-21 16:00:00,16,ATI,125,5,32,93,2,2,0,0,0,0,0,0,False
2025-04-21,2025-04-21 16:00:00,16,ATI,125,6,64,61,2,1,1,0,0,0,0,0,False
2025-04-21,2025-04-21 16:00:00,16,ATI,125,7,128,253,2,4,1,0,1,0,1,0,False
2025-04-22,2025-04-22 15:00:00,15,ATI,153,3,8,145,3,3,0,0,0,0,0,0,False
2025-04-22,2025-04-22 15:00:00,15,ATI,153,4,16,137,3,3,0,0,0,0,0,0,False
2025-04-22,2025-04-22 15:00:00,15,ATI,153,5,32,185,3,4,1,0,1,0,0,0,False
2025-04-22,2025-04-22 15:00:00,15,ATI,153,6,64,217,3,4,1,0,1,0,1,0,False
2025-04-22,2025-04-22 15:00:00,15,ATI,153,7,128,25,3,0,1,0,0,0,0,0,False
2025-04-23,2025-04-23 14:00:00,14,UAX,164,3,8,172,3,3,0,1,0,0,0,0,False
2025-04-23,2025-04-23 14:00:00,14,UAX,164,4,16,180,3,4,1,1,0,0,0,0,False
2025-04-23,2025-04-23 14:00:00,14,UAX,164,5,32,132,3,2,1,1,0,1,0,0,False
2025-04-23,2025-04-23 14:00:00,14,UAX,164,6,64,228,3,4,1,1,0,0,1,0,False
2025-04-23,2025-04-23 14:00:00,14,UAX,164,7,128,36,3,0,1,1,0,1,0,0,False
2025-04-24,2025-04-24 14:00:00,14,BJU,141,3,8,133,3,2,1,0,0,0,0,0,False
2025-04-24,2025-04-24 14:00:00,14,BJU,141,4,16,157,3,3,0,0,1,0,0,0,False
2025-04-24,2025-04-24 14:00:00,14,BJU,141,5,32,173,3,3,0,0,1,0,0,0,False
2025-04-24,2025-04-24 14:00:00,14,BJU,141,6,64,205,3,4,1,0,1,0,1,0,False
2025-04-24,2025-04-24 14:00:00,14,BJU,141,7,128,13,3,0,1,0,0,0,0,0,False
2025-04-25,2025-04-25 15:00:00,15,AJM,160,3,8,168,3,3,0,1,0,0,0,0,False
2025-04-25,2025-04-25 15:00:00,15,AJM,160,4,16,176,3,4,1,1,0,0,0,0,False
2025-04-25,2025-04-25 15:00:00,15,AJM,160,5,32,128,3,2,1,1,0,1,0,0,False
2025-04-25,2025-04-25 15:00:00,15,AJM,160,6,64,224,3,4,1,1,0,0,1,0,False
2025-04-25,2025-04-25 15:00:00,15,AJM,160,7,128,32,3,0,1,1,0,1,0,0,False
2025-04-26,2025-04-26 14:00:00,14,CUA,140,3,8,132,3,2,1,0,0,0,0,0,False
2025-04-26,2025-04-26 14:00:00,14,CUA,140,4,16,156,3,3,0,0,1,0,0,0,False
2025-04-26,2025-04-26 14:00:00,14,CUA,140,5,32,172,3,3,0,0,1,0,0,0,False
2025-04-26,2025-04-26 14:00:00,14,CUA,140,6,64,204,3,4,1,0,1,0,1,0,False
2025-04-26,2025-04-26 14:00:00,14,CUA,140,7,128,12,3,0,1,0,0,0,0,0,False
2025-04-27,2025-04-27 11:00:00,11,UAX,107,3,8,99,2,2,0,0,0,0,0,0,False
2025-04-27,2025-04-27 11:00:00,11,UAX,107,4,16,123,2,2,0,0,0,0,0,0,False
2025-04-27,2025-04-27 11:00:00,11,UAX,107,5,32,75,2,1,1,0,0,0,0,0,False
2025-04-27,2025-04-27 11:00:00,11,UAX,107,6,64,43,2,0,1,0,0,0,0,0,False
2025-04-27,2025-04-27 11:00:00,11,UAX,107,7,128,235,2,4,1,0,1,0,1,0,False
2025-04-28,2025-04-28 14:00:00,14,MPA,135,3,8,143,2,3,1,0,0,0,0,0,False
2025-04-28,2025-04-28 14:00:00,14,MPA,135,4,16,151,2,3,1,0,0,0,0,0,False
2025-04-28,2025-04-28 14:00:00,14,MPA,135,5,32,167,2,3,1,0,1,0,0,0,False
2025-04-28,2025-04-28 14:00:00,14,MPA,135,6,64,199,2,4,1,0,1,0,0,0,False
2025-04-28,2025-04-28 14:00:00,14,MPA,135,7,128,7,2,0,1,0,0,0,0,0,False
2025-04-29,2025-04-29 15:00:00,15,BJU,147,3,8,155,3,3,0,0,1,0,0,0,False
2025-04-29,2025-04-29 15:00:00,15,BJU,147,4,16,131,3,2,1,0,0,0,0,0,False
2025-04-29,2025-04-29 15:00:00,15,BJU,147,5,32,179,3,4,1,0,1,0,0,0,False
2025-04-29,2025-04-29 15:00:00,15,BJU,147,6,64,211,3,4,1,0,1,0,1,0,False
2025-04-29,2025-04-29 15:00:00,15,BJU,147,7,128,19,3,0,1,0,0,0,0,0,False
2025-04-30,2025-04-30 13:00:00,13,UAX,145,3,8,153,3,3,0,0,0,0,0,0,False
2025-04-30,2025-04-30 13:00:00,13,UAX,145,4,16,129,3,2,1,0,0,0,0,0,False
2025-04-30,2025-04-30 13:00:00,13,UAX,145,5,32,177,3,4,1,0,1,0,0,0,False
2025-04-30,2025-04-30 13:00:00,13,UAX,145,6,64,209,3,4,1,0,1,0,1,0,False
2025-04-30,2025-04-30 13:00:00,13,UAX,145,7,128,17,3,0,1,0,0,0,0,0,False
2025-05-01,2025-05-01 15:00:00,15,UAX,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-05-01,2025-05-01 15:00:00,15,UAX,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-05-01,2025-05-01 15:00:00,15,UAX,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-05-01,2025-05-01 15:00:00,15,UAX,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-05-01,2025-05-01 15:00:00,15,UAX,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-05-02,2025-05-02 13:00:00,13,UAX,129,3,8,137,2,3,1,0,0,0,0,0,False
2025-05-02,2025-05-02 13:00:00,13,UAX,129,4,16,145,2,3,1,0,0,0,0,0,False
2025-05-02,2025-05-02 13:00:00,13,UAX,129,5,32,161,2,3,1,0,1,0,0,0,False
2025-05-02,2025-05-02 13:00:00,13,UAX,129,6,64,193,2,4,1,0,1,0,0,0,False
2025-05-02,2025-05-02 13:00:00,13,UAX,129,7,128,1,2,0,1,0,0,0,0,0,False
2025-05-03,2025-05-03 12:00:00,12,UAX,130,3,8,138,2,3,1,0,0,0,0,0,False
2025-05-03,2025-05-03 12:00:00,12,UAX,130,4,16,146,2,3,1,0,0,0,0,0,False
2025-05-03,2025-05-03 12:00:00,12,UAX,130,5,32,162,2,3,1,0,1,0,0,0,False
2025-05-03,2025-05-03 12:00:00,12,UAX,130,6,64,194,2,4,1,0,1,0,0,0,False
2025-05-03,2025-05-03 12:00:00,12,UAX,130,7,128,2,2,0,1,0,0,0,0,0,False
2025-05-04,2025-05-04 14:00:00,14,TLA,112,3,8,120,2,2,0,0,0,0,0,0,False
2025-05-04,2025-05-04 14:00:00,14,TLA,112,4,16,96,2,2,0,0,0,0,0,0,False
2025-05-04,2025-05-04 14:00:00,14,TLA,112,5,32,80,2,1,1,0,0,0,0,0,False
2025-05-04,2025-05-04 14:00:00,14,TLA,112,6,64,48,2,0,1,0,0,0,0,0,False
2025-05-04,2025-05-04 14:00:00,14,TLA,112,7,128,240,2,4,1,0,1,0,1,0,False
2025-05-05,2025-05-05 14:00:00,14,VIF,125,3,8,117,2,2,0,0,0,0,0,0,False
2025-05-05,2025-05-05 14:00:00,14,VIF,125,4,16,109,2,2,0,0,0,0,0,0,False
2025-05-05,2025-05-05 14:00:00,14,VIF,125,5,32,93,2,2,0,0,0,0,0,0,False
2025-05-05,2025-05-05 14:00:00,14,VIF,125,6,64,61,2,1,1,0,0,0,0,0,False
2025-05-05,2025-05-05 14:00:00,14,VIF,125,7,128,253,2,4,1,0,1,0,1,0,False
2025-05-06,2025-05-06 14:00:00,14,VIF,90,3,8,82,1,1,0,0,0,0,0,0,False
2025-05-06,2025-05-06 14:00:00,14,VIF,90,4,16,74,1,1,0,0,0,0,0,0,False
2025-05-06,2025-05-06 14:00:00,14,VIF,90,5,32,122,1,2,1,0,0,0,0,0,False
2025-05-06,2025-05-06 14:00:00,14,VIF,90,6,64,26,1,0,1,0,0,0,0,0,False
2025-05-06,2025-05-06 14:00:00,14,VIF,90,7,128,218,1,4,1,0,1,0,1,0,False
2025-05-07,2025-05-07 15:00:00,15,CUA,150,3,8,158,3,3,0,0,1,0,0,0,False
2025-05-07,2025-05-07 15:00:00,15,CUA,150,4,16,134,3,2,1,0,0,0,0,0,False
2025-05-07,2025-05-07 15:00:00,15,CUA,150,5,32,182,3,4,1,0,1,0,0,0,False
2025-05-07,2025-05-07 15:00:00,15,CUA,150,6,64,214,3,4,1,0,1,0,1,0,False
2025-05-07,2025-05-07 15:00:00,15,CUA,150,7,128,22,3,0,1,0,0,0,0,0,False
2025-05-08,2025-05-08 13:00:00,13,TLA,144,3,8,152,3,3,0,0,0,0,0,0,False
2025-05-08,2025-05-08 13:00:00,13,TLA,144,4,16,128,3,2,1,0,0,0,0,0,False
2025-05-08,2025-05-08 13:00:00,13,TLA,144,5,32,176,3,4,1,0,1,0,0,0,False
2025-05-08,2025-05-08 13:00:00,13,TLA,144,6,64,208,3,4,1,0,1,0,1,0,False
2025-05-08,2025-05-08 13:00:00,13,TLA,144,7,128,16,3,0,1,0,0,0,0,0,False
2025-05-09,2025-05-09 13:00:00,13,AJM,143,3,8,135,3,2,1,0,0,0,0,0,False
2025-05-09,2025-05-09 13:00:00,13,AJM,143,4,16,159,3,3,0,0,1,0,0,0,False
2025-05-09,2025-05-09 13:00:00,13,AJM,143,5,32,175,3,3,0,0,1,0,0,0,False
2025-05-09,2025-05-09 13:00:00,13,AJM,143,6,64,207,3,4,1,0,1,0,1,0,False
2025-05-09,2025-05-09 13:00:00,13,AJM,143,7,128,15,3,0,1,0,0,0,0,0,False
2025-05-10,2025-05-10 14:00:00,14,AJM,124,3,8,116,2,2,0,0,0,0,0,0,False
2025-05-10,2025-05-10 14:00:00,14,AJM,124,4,16,108,2,2,0,0,0,0,0,0,False
2025-05-10,2025-05-10 14:00:00,14,AJM,124,5,32,92,2,2,0,0,0,0,0,0,False
2025-05-10,2025-05-10 14:00:00,14,AJM,124,6,64,60,2,1,1,0,0,0,0,0,False
2025-05-10,2025-05-10 14:00:00,14,AJM,124,7,128,252,2,4,1,0,1,0,1,0,False
2025-05-11,2025-05-11 18:00:00,18,MPA,77,3,8,69,1,1,0,0,0,0,0,0,False
2025-05-11,2025-05-11 18:00:00,18,MPA,77,4,16,93,1,2,1,0,0,0,0,0,False
2025-05-11,2025-05-11 18:00:00,18,MPA,77,5,32,109,1,2,1,0,0,0,0,0,False
2025-05-11,2025-05-11 18:00:00,18,MPA,77,6,64,13,1,0,1,0,0,0,0,0,False
2025-05-11,2025-05-11 18:00:00,18,MPA,77,7,128,205,1,4,1,0,1,0,1,0,False
2025-05-12,2025-05-12 15:00:00,15,AJM,123,3,8,115,2,2,0,0,0,0,0,0,False
2025-05-12,2025-05-12 15:00:00,15,AJM,123,4,16,107,2,2,0,0,0,0,0,0,False
2025-05-12,2025-05-12 15:00:00,15,AJM,123,5,32,91,2,2,0,0,0,0,0,0,False
2025-05-12,2025-05-12 15:00:00,15,AJM,123,6,64,59,2,1,1,0,0,0,0,0,False
2025-05-12,2025-05-12 15:00:00,15,AJM,123,7,128,251,2,4,1,0,1,0,1,0,False
2025-05-13,2025-05-13 13:00:00,13,MPA,133,3,8,141,2,3,1,0,0,0,0,0,False
2025-05-13,2025-05-13 13:00:00,13,MPA,133,4,16,149,2,3,1,0,0,0,0,0,False
2025-05-13,2025-05-13 13:00:00,13,MPA,133,5,32,165,2,3,1,0,1,0,0,0,False
2025-05-13,2025-05-13 13:00:00,13,MPA,133,6,64,197,2,4,1,0,1,0,0,0,False
2025-05-13,2025-05-13 13:00:00,13,MPA,133,7,128,5,2,0,1,0,0,0,0,0,False
2025-05-14,2025-05-14 13:00:00,13,PED,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-05-14,2025-05-14 13:00:00,13,PED,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-05-14,2025-05-14 13:00:00,13,PED,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-05-14,2025-05-14 13:00:00,13,PED,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-05-14,2025-05-14 13:00:00,13,PED,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-05-15,2025-05-15 12:00:00,12,BJU,99,3,8,107,2,2,0,0,0,0,0,0,False
2025-05-15,2025-05-15 12:00:00,12,BJU,99,4,16,115,2,2,0,0,0,0,0,0,False
2025-05-15,2025-05-15 12:00:00,12,BJU,99,5,32,67,2,1,1,0,0,0,0,0,False
2025-05-15,2025-05-15 12:00:00,12,BJU,99,6,64,35,2,0,1,0,0,0,0,0,False
2025-05-15,2025-05-15 12:00:00,12,BJU,99,7,128,227,2,4,1,0,1,0,1,0,False
2025-05-16,2025-05-16 13:00:00,13,PED,130,3,8,138,2,3,1,0,0,0,0,0,False
2025-05-16,2025-05-16 13:00:00,13,PED,130,4,16,146,2,3,1,0,0,0,0,0,False
2025-05-16,2025-05-16 13:00:00,13,PED,130,5,32,162,2,3,1,0,1,0,0,0,False
2025-05-16,2025-05-16 13:00:00,13,PED,130,6,64,194,2,4,1,0,1,0,0,0,False
2025-05-16,2025-05-16 13:00:00,13,PED,130,7,128,2,2,0,1,0,0,0,0,0,False
2025-05-17,2025-05-17 14:00:00,14,MGH,141,3,8,133,3,2,1,0,0,0,0,0,False
2025-05-17,2025-05-17 14:00:00,14,MGH,141,4,16,157,3,3,0,0,1,0,0,0,False
2025-05-17,2025-05-17 14:00:00,14,MGH,141,5,32,173,3,3,0,0,1,0,0,0,False
2025-05-17,2025-05-17 14:00:00,14,MGH,141,6,64,205,3,4,1,0,1,0,1,0,False
2025-05-17,2025-05-17 14:00:00,14,MGH,141,7,128,13,3,0,1,0,0,0,0,0,False
2025-05-18,2025-05-18 12:00:00,12,GAM,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-05-18,2025-05-18 12:00:00,12,GAM,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-05-18,2025-05-18 12:00:00,12,GAM,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-05-18,2025-05-18 12:00:00,12,GAM,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-05-18,2025-05-18 12:00:00,12,GAM,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-05-19,2025-05-19 15:00:00,15,CAM,137,3,8,129,3,2,1,0,0,0,0,0,False
2025-05-19,2025-05-19 15:00:00,15,CAM,137,4,16,153,3,3,0,0,0,0,0,0,False
2025-05-19,2025-05-19 15:00:00,15,CAM,137,5,32,169,3,3,0,0,1,0,0,0,False
2025-05-19,2025-05-19 15:00:00,15,CAM,137,6,64,201,3,4,1,0,1,0,1,0,False
2025-05-19,2025-05-19 15:00:00,15,CAM,137,7,128,9,3,0,1,0,0,0,0,0,False
2025-05-20,2025-05-20 14:00:00,14,AJM,143,3,8,135,3,2,1,0,0,0,0,0,False
2025-05-20,2025-05-20 14:00:00,14,AJM,143,4,16,159,3,3,0,0,1,0,0,0,False
2025-05-20,2025-05-20 14:00:00,14,AJM,143,5,32,175,3,3,0,0,1,0,0,0,False
2025-05-20,2025-05-20 14:00:00,14,AJM,143,6,64,207,3,4,1,0,1,0,1,0,False
2025-05-20,2025-05-20 14:00:00,14,AJM,143,7,128,15,3,0,1,0,0,0,0,0,False
2025-05-21,2025-05-21 13:00:00,13,UAX,153,3,8,145,3,3,0,0,0,0,0,0,False
2025-05-21,2025-05-21 13:00:00,13,UAX,153,4,16,137,3,3,0,0,0,0,0,0,False
2025-05-21,2025-05-21 13:00:00,13,UAX,153,5,32,185,3,4,1,0,1,0,0,0,False
2025-05-21,2025-05-21 13:00:00,13,UAX,153,6,64,217,3,4,1,0,1,0,1,0,False
2025-05-21,2025-05-21 13:00:00,13,UAX,153,7,128,25,3,0,1,0,0,0,0,0,False
2025-05-22,2025-05-22 13:00:00,13,UAX,140,3,8,132,3,2,1,0,0,0,0,0,False
2025-05-22,2025-05-22 13:00:00,13,UAX,140,4,16,156,3,3,0,0,1,0,0,0,False
2025-05-22,2025-05-22 13:00:00,13,UAX,140,5,32,172,3,3,0,0,1,0,0,0,False
2025-05-22,2025-05-22 13:00:00,13,UAX,140,6,64,204,3,4,1,0,1,0,1,0,False
2025-05-22,2025-05-22 13:00:00,13,UAX,140,7,128,12,3,0,1,0,0,0,0,0,False
2025-05-23,2025-05-23 16:00:00,16,AJM,149,3,8,157,3,3,0,0,1,0,0,0,False
2025-05-23,2025-05-23 16:00:00,16,AJM,149,4,16,133,3,2,1,0,0,0,0,0,False
2025-05-23,2025-05-23 16:00:00,16,AJM,149,5,32,181,3,4,1,0,1,0,0,0,False
2025-05-23,2025-05-23 16:00:00,16,AJM,149,6,64,213,3,4,1,0,1,0,1,0,False
2025-05-23,2025-05-23 16:00:00,16,AJM,149,7,128,21,3,0,1,0,0,0,0,0,False
2025-05-24,2025-05-24 14:00:00,14,TLI,127,3,8,119,2,2,0,0,0,0,0,0,False
2025-05-24,2025-05-24 14:00:00,14,TLI,127,4,16,111,2,2,0,0,0,0,0,0,False
2025-05-24,2025-05-24 14:00:00,14,TLI,127,5,32,95,2,2,0,0,0,0,0,0,False
2025-05-24,2025-05-24 14:00:00,14,TLI,127,6,64,63,2,1,1,0,0,0,0,0,False
2025-05-24,2025-05-24 14:00:00,14,TLI,127,7,128,255,2,4,1,0,1,0,1,0,False
2025-05-25,2025-05-25 13:00:00,13,PED,92,3,8,84,2,1,1,0,0,0,0,0,False
2025-05-25,2025-05-25 13:00:00,13,PED,92,4,16,76,2,1,1,0,0,0,0,0,False
2025-05-25,2025-05-25 13:00:00,13,PED,92,5,32,124,2,2,0,0,0,0,0,0,False
2025-05-25,2025-05-25 13:00:00,13,PED,92,6,64,28,2,0,1,0,0,0,0,0,False
2025-05-25,2025-05-25 13:00:00,13,PED,92,7,128,220,2,4,1,0,1,0,1,0,False
2025-05-26,2025-05-26 14:00:00,14,MON,105,3,8,97,2,2,0,0,0,0,0,0,False
2025-05-26,2025-05-26 14:00:00,14,MON,105,4,16,121,2,2,0,0,0,0,0,0,False
2025-05-26,2025-05-26 14:00:00,14,MON,105,5,32,73,2,1,1,0,0,0,0,0,False
2025-05-26,2025-05-26 14:00:00,14,MON,105,6,64,41,2,0,1,0,0,0,0,0,False
2025-05-26,2025-05-26 14:00:00,14,MON,105,7,128,233,2,4,1,0,1,0,1,0,False
2025-05-27,2025-05-27 14:00:00,14,PED,130,3,8,138,2,3,1,0,0,0,0,0,False
2025-05-27,2025-05-27 14:00:00,14,PED,130,4,16,146,2,3,1,0,0,0,0,0,False
2025-05-27,2025-05-27 14:00:00,14,PED,130,5,32,162,2,3,1,0,1,0,0,0,False
2025-05-27,2025-05-27 14:00:00,14,PED,130,6,64,194,2,4,1,0,1,0,0,0,False
2025-05-27,2025-05-27 14:00:00,14,PED,130,7,128,2,2,0,1,0,0,0,0,0,False
2025-05-28,2025-05-28 13:00:00,13,SAG,78,3,8,70,1,1,0,0,0,0,0,0,False
2025-05-28,2025-05-28 13:00:00,13,SAG,78,4,16,94,1,2,1,0,0,0,0,0,False
2025-05-28,2025-05-28 13:00:00,13,SAG,78,5,32,110,1,2,1,0,0,0,0,0,False
2025-05-28,2025-05-28 13:00:00,13,SAG,78,6,64,14,1,0,1,0,0,0,0,0,False
2025-05-28,2025-05-28 13:00:00,13,SAG,78,7,128,206,1,4,1,0,1,0,1,0,False
2025-05-29,2025-05-29 14:00:00,14,GAM,106,3,8,98,2,2,0,0,0,0,0,0,False
2025-05-29,2025-05-29 14:00:00,14,GAM,106,4,16,122,2,2,0,0,0,0,0,0,False
2025-05-29,2025-05-29 14:00:00,14,GAM,106,5,32,74,2,1,1,0,0,0,0,0,False
2025-05-29,2025-05-29 14:00:00,14,GAM,106,6,64,42,2,0,1,0,0,0,0,0,False
2025-05-29,2025-05-29 14:00:00,14,GAM,106,7,128,234,2,4,1,0,1,0,1,0,False
2025-05-30,2025-05-30 15:00:00,15,CUT,134,3,8,142,2,3,1,0,0,0,0,0,False
2025-05-30,2025-05-30 15:00:00,15,CUT,134,4,16,150,2,3,1,0,0,0,0,0,False
2025-05-30,2025-05-30 15:00:00,15,CUT,134,5,32,166,2,3,1,0,1,0,0,0,False
2025-05-30,2025-05-30 15:00:00,15,CUT,134,6,64,198,2,4,1,0,1,0,0,0,False
2025-05-30,2025-05-30 15:00:00,15,CUT,134,7,128,6,2,0,1,0,0,0,0,0,False
2025-05-31,2025-05-31 13:00:00,13,UAX,123,3,8,115,2,2,0,0,0,0,0,0,False
2025-05-31,2025-05-31 13:00:00,13,UAX,123,4,16,107,2,2,0,0,0,0,0,0,False
2025-05-31,2025-05-31 13:00:00,13,UAX,123,5,32,91,2,2,0,0,0,0,0,0,False
2025-05-31,2025-05-31 13:00:00,13,UAX,123,6,64,59,2,1,1,0,0,0,0,0,False
2025-05-31,2025-05-31 13:00:00,13,UAX,123,7,128,251,2,4,1,0,1,0,1,0,False
2025-06-01,2025-06-01 14:00:00,14,PED,130,3,8,138,2,3,1,0,0,0,0,0,False
2025-06-01,2025-06-01 14:00:00,14,PED,130,4,16,146,2,3,1,0,0,0,0,0,False
2025-06-01,2025-06-01 14:00:00,14,PED,130,5,32,162,2,3,1,0,1,0,0,0,False
2025-06-01,2025-06-01 14:00:00,14,PED,130,6,64,194,2,4,1,0,1,0,0,0,False
2025-06-01,2025-06-01 14:00:00,14,PED,130,7,128,2,2,0,1,0,0,0,0,0,False
2025-06-02,2025-06-02 14:00:00,14,PED,116,3,8,124,2,2,0,0,0,0,0,0,False
2025-06-02,2025-06-02 14:00:00,14,PED,116,4,16,100,2,2,0,0,0,0,0,0,False
2025-06-02,2025-06-02 14:00:00,14,PED,116,5,32,84,2,1,1,0,0,0,0,0,False
2025-06-02,2025-06-02 14:00:00,14,PED,116,6,64,52,2,0,1,0,0,0,0,0,False
2025-06-02,2025-06-02 14:00:00,14,PED,116,7,128,244,2,4,1,0,1,0,1,0,False
2025-06-03,2025-06-03 15:00:00,15,CCA,141,3,8,133,3,2,1,0,0,0,0,0,False
2025-06-03,2025-06-03 15:00:00,15,CCA,141,4,16,157,3,3,0,0,1,0,0,0,False
2025-06-03,2025-06-03 15:00:00,15,CCA,141,5,32,173,3,3,0,0,1,0,0,0,False
2025-06-03,2025-06-03 15:00:00,15,CCA,141,6,64,205,3,4,1,0,1,0,1,0,False
2025-06-03,2025-06-03 15:00:00,15,CCA,141,7,128,13,3,0,1,0,0,0,0,0,False
2025-06-04,2025-06-04 13:00:00,13,PED,108,3,8,100,2,2,0,0,0,0,0,0,False
2025-06-04,2025-06-04 13:00:00,13,PED,108,4,16,124,2,2,0,0,0,0,0,0,False
2025-06-04,2025-06-04 13:00:00,13,PED,108,5,32,76,2,1,1,0,0,0,0,0,False
2025-06-04,2025-06-04 13:00:00,13,PED,108,6,64,44,2,0,1,0,0,0,0,0,False
2025-06-04,2025-06-04 13:00:00,13,PED,108,7,128,236,2,4,1,0,1,0,1,0,False
2025-06-05,2025-06-05 14:00:00,14,PED,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-06-05,2025-06-05 14:00:00,14,PED,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-06-05,2025-06-05 14:00:00,14,PED,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-06-05,2025-06-05 14:00:00,14,PED,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-06-05,2025-06-05 14:00:00,14,PED,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-06-06,2025-06-06 13:00:00,13,PED,102,3,8,110,2,2,0,0,0,0,0,0,False
2025-06-06,2025-06-06 13:00:00,13,PED,102,4,16,118,2,2,0,0,0,0,0,0,False
2025-06-06,2025-06-06 13:00:00,13,PED,102,5,32,70,2,1,1,0,0,0,0,0,False
2025-06-06,2025-06-06 13:00:00,13,PED,102,6,64,38,2,0,1,0,0,0,0,0,False
2025-06-06,2025-06-06 13:00:00,13,PED,102,7,128,230,2,4,1,0,1,0,1,0,False
2025-06-07,2025-06-07 13:00:00,13,PED,112,3,8,120,2,2,0,0,0,0,0,0,False
2025-06-07,2025-06-07 13:00:00,13,PED,112,4,16,96,2,2,0,0,0,0,0,0,False
2025-06-07,2025-06-07 13:00:00,13,PED,112,5,32,80,2,1,1,0,0,0,0,0,False
2025-06-07,2025-06-07 13:00:00,13,PED,112,6,64,48,2,0,1,0,0,0,0,0,False
2025-06-07,2025-06-07 13:00:00,13,PED,112,7,128,240,2,4,1,0,1,0,1,0,False
2025-06-08,2025-06-08 13:00:00,13,FAC,131,3,8,139,2,3,1,0,0,0,0,0,False
2025-06-08,2025-06-08 13:00:00,13,FAC,131,4,16,147,2,3,1,0,0,0,0,0,False
